Cmpd_ID,SMILES,Affinity
CatS_148,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCOCC3)O)c4ccc(c(c4)SCCN5CCCC(C5)(F)F)C(F)(F)F)C1,0.17
CatS_149,CC1CCN(CC1)C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)SCCN5CCCC(C5)(F)F)C(F)(F)F)CN(CC3)S(=O)(=O)C)O,0.045
CatS_150,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCCCCC3)O)c4ccc(c(c4)SCCN5CCCC(C5)(F)F)C(F)(F)F)C1,0.13
CatS_151,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCSCC3)O)c4ccc(c(c4)SCCN5CCCC(C5)(F)F)C(F)(F)F)C1,0.18
CatS_152,CC1(CCN(CC1)C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)SCCN5CCCC(C5)(F)F)C(F)(F)F)CN(CC3)S(=O)(=O)C)O)O,0.29
CatS_153,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCC(CC3)C(=O)N)O)c4ccc(c(c4)SCCN5CCCC(C5)(F)F)C(F)(F)F)C1,0.12
CatS_154,CC(=O)NC1CCN(CC1)C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)SCCN5CCCC(C5)(F)F)C(F)(F)F)CN(CC3)S(=O)(=O)C)O,0.05
CatS_155,CC(C)(C1CCN(CC1)C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)SCCN5CCCC(C5)(F)F)C(F)(F)F)CN(CC3)S(=O)(=O)C)O)O,0.075
CatS_156,CC1(CCN(CC1)C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)SCCN5CCCC(C5)(F)F)C(F)(F)F)CN(CC3)S(=O)(=O)C)O)C,0.14
CatS_157,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCC(CC3)NC(=O)CO)O)c4ccc(c(c4)SCCN5CCCC(C5)(F)F)C(F)(F)F)C1,0.02
CatS_158,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCC(CC3)c4ccccn4)O)c5ccc(c(c5)SCCN6CCCC(C6)(F)F)C(F)(F)F)C1,0.0065
CatS_159,CC(C)(C)C1CCN(CC1)C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)SCCN5CCCC(C5)(F)F)C(F)(F)F)CN(CC3)S(=O)(=O)C)O,0.07
CatS_160,CN(C)C(=O)N1CCc2c(c(nn2C[C@H](CN3CCCCC3)O)c4ccc(c(c4)SCCN5CCC(CC5)F)C(F)(F)F)C1,1.05
CatS_161,c1cc(c(cc1c2c3c(n(n2)C[C@H](CN4CCCCC4)O)CCN(C3)C(=O)N5CCOCC5)SCCN6CCC(CC6)F)C(F)(F)F,0.64
CatS_162,CN1CCN(CC1)C(=O)N2CCc3c(c(nn3C[C@H](CN4CCCCC4)O)c5ccc(c(c5)SCCN6CCC(CC6)F)C(F)(F)F)C2,1.18
CatS_163,CCN(CC)C(=O)N1CCc2c(c(nn2C[C@H](CN3CCCCC3)O)c4ccc(c(c4)SCCN5CCC(CC5)F)C(F)(F)F)C1,0.91
CatS_164,CC(C)N(C(C)C)C(=O)N1CCc2c(c(nn2C[C@H](CN3CCCCC3)O)c4ccc(c(c4)SCCN5CCC(CC5)F)C(F)(F)F)C1,0.93
CatS_165,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCCN=C3)O)c4ccc(c(c4)SCCN5CCC(CC5)(F)F)C(F)(F)F)C1,0.34
CatS_166,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCCCC3)O)c4ccc(c(c4)SCCN5CCC(CC5)(F)F)C(F)(F)F)C1,0.13
CatS_167,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCOCC3)O)c4ccc(c(c4)SCCN5CCC(CC5)(F)F)C(F)(F)F)C1,0.19
CatS_168,CC1CCN(CC1)C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)SCCN5CCC(CC5)(F)F)C(F)(F)F)CN(CC3)S(=O)(=O)C)O,0.085
CatS_169,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCCCCC3)O)c4ccc(c(c4)SCCN5CCC(CC5)(F)F)C(F)(F)F)C1,0.19
CatS_170,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCSCC3)O)c4ccc(c(c4)SCCN5CCC(CC5)(F)F)C(F)(F)F)C1,0.16
CatS_171,CC1(CCN(CC1)C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)SCCN5CCC(CC5)(F)F)C(F)(F)F)CN(CC3)S(=O)(=O)C)O)O,0.16
CatS_172,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCC=CC3)O)c4ccc(c(c4)SCCN5CCC(CC5)(F)F)C(F)(F)F)C1,0.25
CatS_173,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCC(CC3)C(=O)N)O)c4ccc(c(c4)SCCN5CCC(CC5)(F)F)C(F)(F)F)C1,0.085
CatS_174,CC(=O)NC1CCN(CC1)C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)SCCN5CCC(CC5)(F)F)C(F)(F)F)CN(CC3)S(=O)(=O)C)O,0.035
CatS_175,CC(C)(C1CCN(CC1)C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)SCCN5CCC(CC5)(F)F)C(F)(F)F)CN(CC3)S(=O)(=O)C)O)O,0.045
CatS_176,CC1(CCN(CC1)C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)SCCN5CCC(CC5)(F)F)C(F)(F)F)CN(CC3)S(=O)(=O)C)O)C,0.13
CatS_177,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCC(CC3)NC(=O)CO)O)c4ccc(c(c4)SCCN5CCC(CC5)(F)F)C(F)(F)F)C1,0.045
CatS_178,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCC(CC3)c4ccccn4)O)c5ccc(c(c5)SCCN6CCC(CC6)(F)F)C(F)(F)F)C1,0.01
CatS_179,CC(C)(C)C1CCN(CC1)C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)SCCN5CCC(CC5)(F)F)C(F)(F)F)CN(CC3)S(=O)(=O)C)O,0.03
CatS_180,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCC(CC3)C4CCCCC4)O)c5ccc(c(c5)SCCN6CCC(CC6)(F)F)C(F)(F)F)C1,0.02
CatS_181,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccc6c(c5)CCNCC6)Cl)C1,0.41
CatS_182,CC1CCN(CC1)CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCC(CC5)C)O)CCN(C4)S(=O)(=O)C,0.18
CatS_183,CC1CCN(CC1)CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCC(CC5)(C)C)O)CCN(C4)S(=O)(=O)C,0.18
CatS_184,CC1CCN(CC1)CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCC(CC5)C(C)(C)C)O)CCN(C4)S(=O)(=O)C,0.06
CatS_185,CC1CCN(CC1)CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCC(CC5)(C)O)O)CCN(C4)S(=O)(=O)C,0.57
CatS_186,CC1CCN(CC1)CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCCCC5)O)CCN(C4)S(=O)(=O)C,0.29
CatS_187,CC1CCN(CC1)CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCCCCC5)O)CCN(C4)S(=O)(=O)C,0.28
CatS_188,CC1CCN(CC1)CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCCC5)O)CCN(C4)S(=O)(=O)C,0.28
CatS_189,CC1CCN(CC1)CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCSCC5)O)CCN(C4)S(=O)(=O)C,0.29
CatS_190,CC1CCN(CC1)CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCC(CC5)NC(=O)[C@H](C)O)O)CCN(C4)S(=O)(=O)C,0.065
CatS_191,CC1CCN(CC1)CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCC(CC5)NC(=O)C(C)(C)O)O)CCN(C4)S(=O)(=O)C,0.045
CatS_192,CC1CCN(CC1)CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCC(CC5)N6C[C@@H](CC6=O)O)O)CCN(C4)S(=O)(=O)C,0.05
CatS_193,CC1CCN(CC1)CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCC(CC5)C6CCCCC6)O)CCN(C4)S(=O)(=O)C,0.02
CatS_194,CC1CCN(CC1)CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCC(CC5)C(=O)N)O)CCN(C4)S(=O)(=O)C,0.11
CatS_195,CC1CCN(CC1)CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCOCC5)O)CCN(C4)S(=O)(=O)C,0.29
CatS_196,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5cccc(c5)CN)Cl)C1,0.47
CatS_197,CC(C)(C)C1CCN(CC1)CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc6c(c5)CNCC6)Cl)CN(CC3)S(=O)(=O)C,0.075
CatS_198,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCN(CC3)C(=O)c4ccccc4)c5ccc(c(c5)C#Cc6ccc(cc6)CNCc7ccc(cc7)Cl)Cl)C1,0.06
CatS_199,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCCCC3)c4ccc(c(c4)C#Cc5ccc6c(c5)CNCC6)Cl)C1,0.095
CatS_200,c1cc(c(cc1c2c3c(n(n2)C[C@H](CN4CCCCC4)O)CCN(C3)C(=O)C(=O)N)SCCN5CCCC5)C(F)(F)F,0.16
CatS_201,CC(=O)NC1CCN(CC1)C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)SCCN5CCCC5)C(F)(F)F)CN(CC3)C(=O)C(=O)N)O,0.045
CatS_202,c1cc(c(cc1c2c3c(n(n2)C[C@H](CN4CCC(CC4)N5C[C@@H](CC5=O)O)O)CCN(C3)C(=O)C(=O)N)SCCN6CCCC6)C(F)(F)F,0.035
CatS_203,CC(=O)NC1CCN(CC1)C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)SCCN5CCCC5)C(F)(F)F)CN(CC3)C(=O)C)O,0.16
CatS_204,CC(=O)N1CCc2c(c(nn2C[C@H](CN3CCC(CC3)N4C[C@@H](CC4=O)O)O)c5ccc(c(c5)SCCN6CCCC6)C(F)(F)F)C1,0.26
CatS_205,CN1CCc2c(c(nn2C[C@H](CN3CCC(CC3)N4C[C@@H](CC4=O)O)O)c5ccc(c(c5)SCCN6CCCC6)C(F)(F)F)C1,8.08
CatS_206,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCSCC3)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccc(cc6)Cl)Cl)C1,0.084
CatS_207,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CC[C@@H](C3)O)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccc(cc6)Cl)Cl)C1,0.11
CatS_208,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CC[C@H](C3)O)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccc(cc6)Cl)Cl)C1,0.12
CatS_209,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCN(CC3)c4ccccc4)c5ccc(c(c5)C#Cc6ccc7c(c6)CNCC7)Cl)C1,0.014
CatS_210,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCN(CC3)c4ccccn4)c5ccc(c(c5)C#Cc6ccc(cc6)CNCc7ccc(cc7)Cl)Cl)C1,0.017
CatS_211,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccccc5CN)Cl)C1,2.72
CatS_212,Cn1ccnc1C(=O)N2CCc3c(c(nn3C[C@H](CN4CCCCC4)O)c5ccc(c(c5)SCCN6CCC(CC6)F)C(F)(F)F)C2,0.57
CatS_213,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccccc5CNCc6ccccc6)Cl)C1,0.77
CatS_214,C[C@@H]1CN(C[C@@H](O1)C)CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccc(cc6)Cl)Cl)CN(CC3)S(=O)(=O)C,0.13
CatS_215,CC1CCN(CC1)CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCCCC5)O)CCN(C4)C(=O)C(=O)N,0.14
CatS_216,CC(C)(C)OC(=O)N1CCCN(CC1)CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccc(cc6)Cl)Cl)CN(CC3)S(=O)(=O)C,0.15
CatS_217,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCCN=C3)O)c4ccc(c(c4)SCCN5CC[C@@H](C5)F)C(F)(F)F)C1,10.06
CatS_218,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCCCC3)O)c4ccc(c(c4)SCCN5CC[C@@H](C5)F)C(F)(F)F)C1,1.27
CatS_219,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCOCC3)O)c4ccc(c(c4)SCCN5CC[C@@H](C5)F)C(F)(F)F)C1,2.11
CatS_220,CC1CCN(CC1)C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)SCCN5CC[C@@H](C5)F)C(F)(F)F)CN(CC3)S(=O)(=O)C)O,0.59
CatS_221,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCCCCC3)O)c4ccc(c(c4)SCCN5CC[C@@H](C5)F)C(F)(F)F)C1,1.1
CatS_222,CC1(CCN(CC1)C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)SCCN5CC[C@@H](C5)F)C(F)(F)F)CN(CC3)S(=O)(=O)C)O)O,1.58
CatS_223,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCC(CC3)C(=O)N)O)c4ccc(c(c4)SCCN5CC[C@@H](C5)F)C(F)(F)F)C1,1.16
CatS_224,CC(=O)NC1CCN(CC1)C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)SCCN5CC[C@@H](C5)F)C(F)(F)F)CN(CC3)S(=O)(=O)C)O,0.35
CatS_225,CC(C)(C1CCN(CC1)C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)SCCN5CC[C@@H](C5)F)C(F)(F)F)CN(CC3)S(=O)(=O)C)O)O,0.36
CatS_226,CC(C1CCN(CC1)C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)SCCN5CC[C@@H](C5)F)C(F)(F)F)CN(CC3)S(=O)(=O)C)O)(F)F,0.41
CatS_227,CC1(CCN(CC1)C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)SCCN5CC[C@@H](C5)F)C(F)(F)F)CN(CC3)S(=O)(=O)C)O)C,0.65
CatS_228,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCC(CC3)NC(=O)CO)O)c4ccc(c(c4)SCCN5CC[C@@H](C5)F)C(F)(F)F)C1,0.33
CatS_229,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCC(CC3)c4ccccn4)O)c5ccc(c(c5)SCCN6CC[C@@H](C6)F)C(F)(F)F)C1,0.035
CatS_230,CC(C)(C)C1CCN(CC1)C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)SCCN5CC[C@@H](C5)F)C(F)(F)F)CN(CC3)S(=O)(=O)C)O,0.22
CatS_231,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCC(CC3)C4CCCCC4)O)c5ccc(c(c5)SCCN6CC[C@@H](C6)F)C(F)(F)F)C1,0.065
CatS_232,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCC(CC3)N4C[C@@H](CC4=O)O)O)c5ccc(c(c5)SCCN6CC[C@@H](C6)F)C(F)(F)F)C1,0.26
CatS_233,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCC(CC3)N4C[C@H](CC4=O)O)O)c5ccc(c(c5)SCCN6CC[C@@H](C6)F)C(F)(F)F)C1,0.28
CatS_234,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCCNCC3)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccc(cc6)Cl)Cl)C1,0.26
CatS_235,CNC(=O)C(=O)N1CCc2c(c(nn2C[C@H](CN3CCCCC3)O)c4ccc(c(c4)SCCN5CCC(CC5)F)C(F)(F)F)C1,0.27
CatS_236,C[C@H]1COCCN1C[C@@H](Cn2c3c(c(n2)c4ccc(c(c4)SCCN5CCC(CC5)C)C(F)(F)F)CN(CC3)S(=O)(=O)C)O,0.41
CatS_237,CC(C)(C)OC(=O)N1Cc2ccc(cc2C1)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCOCC6)CCN(C5)S(=O)(=O)C,0.18
CatS_238,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccc6c(c5)CNC6)Cl)C1,0.22
CatS_239,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCNC(=O)C3)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccc(cc6)Cl)Cl)C1,0.51
CatS_240,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCS(=O)(=O)CC3)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccc(cc6)Cl)Cl)C1,0.38
CatS_241,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCCOCC3)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccc(cc6)Cl)Cl)C1,0.11
CatS_242,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccc(cc6)Cl)Cl)CN(CC3)C(=O)N,0.11
CatS_243,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccc(cc6)Cl)Cl)CN(CC3)C(=O)CO,0.15
CatS_244,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6cccnc6)Cl)C1,0.37
CatS_245,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccncc6)Cl)C1,0.29
CatS_246,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCN(CC3)C4CC4)c5ccc(c(c5)C#Cc6ccc7c(c6)CN(CC7)C8CC8)Cl)C1,0.18
CatS_247,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCN(CC3)c4ccccc4O)c5ccc(c(c5)C#Cc6ccc(cc6)CNCc7ccc(cc7)Cl)Cl)C1,0.02
CatS_248,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCCCC3)O)c4ccc(c(c4)SCCN5CCCN=C5)C(F)(F)F)C1,1.29
CatS_249,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCCCC3)O)c4ccc(c(c4)SCCN5CCC[C@@H](C5)O)C(F)(F)F)C1,0.59
CatS_250,C[C@H]1COCCN1CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCCCC5)O)CCN(C4)S(=O)(=O)C,0.57
CatS_251,CC1(CCN(CC1)CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCCCC5)O)CCN(C4)S(=O)(=O)C)O,0.81
CatS_252,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCCCC3)O)c4ccc(c(c4)SCCN5CCC(CC5)C(=O)N)C(F)(F)F)C1,0.52
CatS_253,CC(C)(C)C1CCN(CC1)CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCCCC5)O)CCN(C4)S(=O)(=O)C,0.37
CatS_254,CC(C)(C1CCN(CC1)CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCCCC5)O)CCN(C4)S(=O)(=O)C)O,0.9
CatS_255,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCCCC3)O)c4ccc(c(c4)SCCN5CCC(CC5)NC(=O)CO)C(F)(F)F)C1,2.5
CatS_256,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCCCC3)O)c4ccc(c(c4)SCCN5CCC(CC5)(c6ccccn6)O)C(F)(F)F)C1,0.96
CatS_257,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccccn6)Cl)C1,0.28
CatS_258,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCN(CC3)c4cccc(c4)O)c5ccc(c(c5)C#Cc6ccc(cc6)CNCc7ccc(cc7)Cl)Cl)C1,0.015
CatS_259,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCN(CC3)c4ccc(cc4)O)c5ccc(c(c5)C#Cc6ccc(cc6)CNCc7ccc(cc7)Cl)Cl)C1,0.035
CatS_260,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCN(CC3)c4ccncc4)c5ccc(c(c5)C#Cc6ccc(cc6)CNCc7ccc(cc7)Cl)Cl)C1,0.07
CatS_261,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCN(CC3)c4cccnc4)c5ccc(c(c5)C#Cc6ccc(cc6)CNCc7ccc(cc7)Cl)Cl)C1,0.02
CatS_262,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6cccs6)Cl)C1,0.19
CatS_263,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccsc6)Cl)C1,0.17
CatS_264,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccc(cc5)CNCCc6cccs6)Cl)C1,0.27
CatS_265,Cc1ccsc1CNCc2ccc(cc2)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCOCC6)CCN(C5)S(=O)(=O)C,0.2
CatS_266,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccco6)Cl)C1,0.065
CatS_267,Cc1cc(c(o1)C(F)(F)F)CNCc2ccc(cc2)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCOCC6)CCN(C5)S(=O)(=O)C,0.39
CatS_268,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCN(CC3)C4CC4)c5ccc(c(c5)CCc6ccc7c(c6)CNCC7)Cl)C1,0.09
CatS_269,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCOCC3)O)c4ccc(c(c4)SCCN5CCCN=C5)C(F)(F)F)C1,1.85
CatS_270,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5cc(cnc5)CNCc6ccc(cc6)Cl)Cl)C1,3.75
CatS_271,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCOCC3)O)c4ccc(c(c4)SCCN5CCC[C@@H](C5)O)C(F)(F)F)C1,1.06
CatS_272,C[C@H]1COCCN1CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCOCC5)O)CCN(C4)S(=O)(=O)C,1.1
CatS_273,CC1(CCN(CC1)CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCOCC5)O)CCN(C4)S(=O)(=O)C)O,1.52
CatS_274,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCOCC3)O)c4ccc(c(c4)SCCN5CCC(CC5)C(=O)N)C(F)(F)F)C1,0.92
CatS_275,CC(=O)NC1CCN(CC1)CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCOCC5)O)CCN(C4)S(=O)(=O)C,2.65
CatS_276,CC(C)(C1CCN(CC1)CCSc2cc(ccc2C(F)(F)F)c3c4c(n(n3)C[C@H](CN5CCOCC5)O)CCN(C4)S(=O)(=O)C)O,1.13
CatS_277,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCOCC3)O)c4ccc(c(c4)SCCN5CCC(CC5)NC(=O)CO)C(F)(F)F)C1,3.14
CatS_278,CS(=O)(=O)N1CCc2c(c(nn2C[C@H](CN3CCOCC3)O)c4ccc(c(c4)SCCN5CCC(CC5)(c6ccccn6)O)C(F)(F)F)C1,1
CatS_279,c1ccc(cc1)N2CCN(CC2)CCCn3c4c(c(n3)c5ccc(c(c5)C#Cc6ccc(cc6)CNCc7ccc(cc7)Cl)Cl)CN(CC4)C(=O)CO,0.03
CatS_280,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccco6)Cl)CN(CC3)S(=O)(=O)C,0.23
CatS_281,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6cccs6)Cl)CN(CC3)S(=O)(=O)C,0.24
CatS_282,C[C@H]1COCCN1CCCn2c3c(c(n2)c4ccc(c(c4)C#Cc5ccc(cc5)CNCc6ccsc6)Cl)CN(CC3)S(=O)(=O)C,0.2
CatS_283,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5cccc(c5)CNCc6ccc(cc6)Cl)Cl)C1,0.72
CatS_284,CS(=O)(=O)N1CCc2c(c(nn2CCCN3C[C@@H]4C[C@H]3CO4)c5ccc(c(c5)C#Cc6cccc(c6)CNCc7ccc(cc7)Cl)Cl)C1,0.39
CatS_285,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccc(cc5)CN6CCc7ccccc7C6)Cl)C1,0.3
CatS_286,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCOCC3)c4ccc(c(c4)C#Cc5ccc(cc5)CN6Cc7ccccc7C6)Cl)C1,0.69
CatS_287,CS(=O)(=O)N1CCc2c(c(nn2CCCN3CCN(CC3)c4ccccn4)c5ccc(c(c5)C#Cc6cccc(c6)CNCc7ccc(cc7)Cl)Cl)C1,0.07
CatS_288,CC(=O)N1CCC(CC1)C2CCN(CC2)C[C@@H](Cn3c4c(c(n3)c5ccc(c(c5)CCc6ccc(cc6)Cl)Cl)CN(CC4)S(=O)(=O)C)O,0.07
CatS_289,CN1CCC(CC1)C2CCN(CC2)C[C@@H](Cn3c4c(c(n3)c5ccc(c(c5)CCc6ccc(cc6)Cl)Cl)CN(CC4)S(=O)(=O)C)O,0.015
CatS_290,c1cc(ccc1CNCc2ccc(cc2)Cl)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCC(CC6)C(=O)N)CCN(C5)C(=O)C(=O)N,0.07
CatS_291,c1cc(ccc1CNCc2ccc(cc2)Cl)C#Cc3cc(ccc3Cl)c4c5c(n(n4)CCCN6CCC7(CC6)OCCO7)CCN(C5)C(=O)C(=O)N,0.095
