,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
598,,1705289,[],CHEMBL863796,Inhibition of Cathepsin S,B,BAO_0000192,BAO_0000357,single protein format,CS(=O)(=O)CC[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC3CCCCC3)Nc4oc5cc(Cl)ccc5n4,,,CHEMBL1146936,Bioorg. Med. Chem. Lett.,2006,"{'bei': '12.99', 'le': '0.26', 'lle': '2.33', 'sei': '7.34'}",CHEMBL205240,,CHEMBL205240,7.68,False,http://www.openphacts.org/units/Nanomolar,455895,=,1,True,=,,Ki,nM,,21,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,Ki,uM,UO_0000065,,0.021
599,,1705290,[],CHEMBL863796,Inhibition of Cathepsin S,B,BAO_0000192,BAO_0000357,single protein format,C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC3CCCCC3)Nc4oc5cc(Cl)ccc5n4,,,CHEMBL1146936,Bioorg. Med. Chem. Lett.,2006,"{'bei': '13.67', 'le': '0.27', 'lle': '0.88', 'sei': '9.69'}",CHEMBL205432,,CHEMBL205432,6.82,False,http://www.openphacts.org/units/Nanomolar,455894,=,1,True,=,,Ki,nM,,151,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,Ki,uM,UO_0000065,,0.151
600,,1705291,[],CHEMBL863796,Inhibition of Cathepsin S,B,BAO_0000192,BAO_0000357,single protein format,Fc1ccc2N(C[C@H](COCc3ccccc3)NC(=O)[C@H](CC4CCCCC4)Nc5oc6ccccc6n5)CCc2c1,,,CHEMBL1146936,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14.55', 'le': '0.27', 'lle': '1.82', 'sei': '10.42'}",CHEMBL380756,,CHEMBL380756,8.3,False,http://www.openphacts.org/units/Nanomolar,455893,=,1,True,=,,Ki,nM,,5,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,Ki,uM,UO_0000065,,0.005
601,,1705292,[],CHEMBL863796,Inhibition of Cathepsin S,B,BAO_0000192,BAO_0000357,single protein format,C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC3CCCCC3)Nc4oc5ccccc5n4,,,CHEMBL1146936,Bioorg. Med. Chem. Lett.,2006,"{'bei': '16.33', 'le': '0.3', 'lle': '2.3', 'sei': '10.77'}",CHEMBL203165,,CHEMBL203165,7.58,False,http://www.openphacts.org/units/Nanomolar,455892,=,1,True,=,,Ki,nM,,26,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,Ki,uM,UO_0000065,,0.026
602,,1705293,[],CHEMBL863796,Inhibition of Cathepsin S,B,BAO_0000192,BAO_0000357,single protein format,Fc1ccc2N(CCNC(=O)[C@H](CC3CCCCC3)Nc4oc5ccccc5n4)CCc2c1,,,CHEMBL1146936,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14.77', 'le': '0.28', 'lle': '1.75', 'sei': '9.45'}",CHEMBL425040,,CHEMBL425040,6.65,False,http://www.openphacts.org/units/Nanomolar,455891,=,1,True,=,,Ki,nM,,222,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,Ki,uM,UO_0000065,,0.222
603,,1705294,[],CHEMBL863796,Inhibition of Cathepsin S,B,BAO_0000192,BAO_0000357,single protein format,C[C@@H](CN1C(=O)Cc2cc(F)ccc12)NC(=O)[C@H](CC3CCCCC3)Nc4oc5c(Cl)cccc5n4,,,CHEMBL1146936,Bioorg. Med. Chem. Lett.,2006,"{'bei': '9.57', 'le': '0.19', 'lle': '-0.56', 'sei': '5.61'}",CHEMBL383119,,CHEMBL383119,4.91,False,http://www.openphacts.org/units/Nanomolar,455890,=,1,True,=,,Ki,nM,,12300,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,Ki,uM,UO_0000065,,12.3
604,,1705295,[],CHEMBL863796,Inhibition of Cathepsin S,B,BAO_0000192,BAO_0000357,single protein format,C[C@@H](CN1CC(C)(C)c2cc(F)ccc12)NC(=O)[C@H](CC3CCCCC3)Nc4oc5c(Cl)cccc5n4,,,CHEMBL1146936,Bioorg. Med. Chem. Lett.,2006,"{'bei': '16.17', 'le': '0.31', 'lle': '1.85', 'sei': '12.11'}",CHEMBL381186,,CHEMBL381186,8.52,False,http://www.openphacts.org/units/Nanomolar,455889,=,1,True,=,,Ki,nM,,3,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,Ki,uM,UO_0000065,,0.003
605,,1705296,[],CHEMBL863796,Inhibition of Cathepsin S,B,BAO_0000192,BAO_0000357,single protein format,C[C@@H](CN1c2ccc(F)cc2CC1(C)C)NC(=O)[C@H](CC3CCCCC3)Nc4oc5c(Cl)cccc5n4,,,CHEMBL1146936,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14.84', 'le': '0.29', 'lle': '1.1', 'sei': '11.11'}",CHEMBL381940,,CHEMBL381940,7.82,False,http://www.openphacts.org/units/Nanomolar,455888,=,1,True,=,,Ki,nM,,15,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,Ki,uM,UO_0000065,,0.015
606,,1705297,[],CHEMBL863796,Inhibition of Cathepsin S,B,BAO_0000192,BAO_0000357,single protein format,C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC3CCCCC3)Nc4oc5c(Cl)cccc5n4,,,CHEMBL1146936,Bioorg. Med. Chem. Lett.,2006,"{'bei': '15.68', 'le': '0.31', 'lle': '1.88', 'sei': '11.11'}",CHEMBL206749,,CHEMBL206749,7.82,False,http://www.openphacts.org/units/Nanomolar,455887,=,1,True,=,,Ki,nM,,15,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,Ki,uM,UO_0000065,,0.015
607,,1705298,[],CHEMBL863796,Inhibition of Cathepsin S,B,BAO_0000192,BAO_0000357,single protein format,C[C@@H](CNc1cccc(c1)S(=O)(=O)C)NC(=O)[C@H](CC2CCCCC2)Nc3oc4c(Cl)cccc4n3,,,CHEMBL1146936,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14.23', 'le': '0.29', 'lle': '2.34', 'sei': '6.69'}",CHEMBL380832,,CHEMBL380832,7.58,False,http://www.openphacts.org/units/Nanomolar,455886,=,1,True,=,,Ki,nM,,26,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,Ki,uM,UO_0000065,,0.026
608,,1705299,[],CHEMBL863796,Inhibition of Cathepsin S,B,BAO_0000192,BAO_0000357,single protein format,C[C@@H](CNc1ccc(cc1)S(=O)(=O)C)NC(=O)[C@H](CC2CCCCC2)Nc3oc4c(Cl)cccc4n3,,,CHEMBL1146936,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14.93', 'le': '0.3', 'lle': '2.71', 'sei': '7.02'}",CHEMBL205709,,CHEMBL205709,7.96,False,http://www.openphacts.org/units/Nanomolar,455885,=,1,True,=,,Ki,nM,,11,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,Ki,uM,UO_0000065,,0.011
609,,1705300,[],CHEMBL863796,Inhibition of Cathepsin S,B,BAO_0000192,BAO_0000357,single protein format,COc1ccc(NC[C@H](C)NC(=O)[C@H](CC2CCCCC2)Nc3oc4c(Cl)cccc4n3)cc1,,,CHEMBL1146936,Bioorg. Med. Chem. Lett.,2006,"{'bei': '18.56', 'le': '0.36', 'lle': '3.14', 'sei': '10.18'}",CHEMBL381355,,CHEMBL381355,9,False,http://www.openphacts.org/units/Nanomolar,455884,=,1,True,=,,Ki,nM,,1,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,Ki,uM,UO_0000065,,0.001
610,,1705301,[],CHEMBL863796,Inhibition of Cathepsin S,B,BAO_0000192,BAO_0000357,single protein format,COC(=O)c1ccc2nc(N[C@@H](CC3CCCCC3)C(=O)NCCNc4ccc(F)cc4)oc2c1,,,CHEMBL1146936,Bioorg. Med. Chem. Lett.,2006,"{'bei': '15.27', 'le': '0.29', 'lle': '2.64', 'sei': '6.98'}",CHEMBL205191,,CHEMBL205191,7.37,False,http://www.openphacts.org/units/Nanomolar,455883,=,1,True,=,,Ki,nM,,43,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,Ki,uM,UO_0000065,,0.043
611,,1705302,[],CHEMBL863796,Inhibition of Cathepsin S,B,BAO_0000192,BAO_0000357,single protein format,Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc3oc4c(Cl)cccc4n3)cc1,,,CHEMBL1146936,Bioorg. Med. Chem. Lett.,2006,"{'bei': '16.82', 'le': '0.33', 'lle': '2.12', 'sei': '9.75'}",CHEMBL204791,,CHEMBL204791,7.72,False,http://www.openphacts.org/units/Nanomolar,455882,=,1,True,=,,Ki,nM,,19,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,Ki,uM,UO_0000065,,0.019
612,,1705303,[],CHEMBL863796,Inhibition of Cathepsin S,B,BAO_0000192,BAO_0000357,single protein format,Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc3oc4ccc(Cl)cc4n3)cc1,,,CHEMBL1146936,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14.73', 'le': '0.29', 'lle': '1.16', 'sei': '8.54'}",CHEMBL380721,,CHEMBL380721,6.76,False,http://www.openphacts.org/units/Nanomolar,455881,=,1,True,=,,Ki,nM,,173,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,Ki,uM,UO_0000065,,0.173
613,,1705304,[],CHEMBL863796,Inhibition of Cathepsin S,B,BAO_0000192,BAO_0000357,single protein format,Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc3oc4cc(Cl)ccc4n3)cc1,,,CHEMBL1146936,Bioorg. Med. Chem. Lett.,2006,"{'bei': '15.32', 'le': '0.3', 'lle': '1.43', 'sei': '8.88'}",CHEMBL205446,,CHEMBL205446,7.03,False,http://www.openphacts.org/units/Nanomolar,455880,=,1,True,=,,Ki,nM,,93,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,Ki,uM,UO_0000065,,0.093
614,,1705305,[],CHEMBL863796,Inhibition of Cathepsin S,B,BAO_0000192,BAO_0000357,single protein format,Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc3oc4cc(F)ccc4n3)cc1,,,CHEMBL1146936,Bioorg. Med. Chem. Lett.,2006,"{'bei': '16.65', 'le': '0.31', 'lle': '2.28', 'sei': '9.3'}",CHEMBL439688,,CHEMBL439688,7.37,False,http://www.openphacts.org/units/Nanomolar,455879,=,1,True,=,,Ki,nM,,43,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,Ki,uM,UO_0000065,,0.043
615,,1705306,[],CHEMBL863796,Inhibition of Cathepsin S,B,BAO_0000192,BAO_0000357,single protein format,Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc3oc4ccc(F)cc4n3)cc1,,,CHEMBL1146936,Bioorg. Med. Chem. Lett.,2006,"{'bei': '15.15', 'le': '0.29', 'lle': '1.62', 'sei': '8.47'}",CHEMBL206934,,CHEMBL206934,6.71,False,http://www.openphacts.org/units/Nanomolar,455878,=,1,True,=,,Ki,nM,,197,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,Ki,uM,UO_0000065,,0.197
616,,1705307,[],CHEMBL863796,Inhibition of Cathepsin S,B,BAO_0000192,BAO_0000357,single protein format,Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc3oc4ccccc4n3)cc1,,,CHEMBL1146936,Bioorg. Med. Chem. Lett.,2006,"{'bei': '16.55', 'le': '0.31', 'lle': '2.08', 'sei': '8.87'}",CHEMBL205865,,CHEMBL205865,7.03,False,http://www.openphacts.org/units/Nanomolar,455877,=,1,True,=,,Ki,nM,,94,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,Ki,uM,UO_0000065,,0.094
617,,1705308,[],CHEMBL863796,Inhibition of Cathepsin S,B,BAO_0000192,BAO_0000357,single protein format,COc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc3oc4ccccc4n3)cc1,,,CHEMBL1146936,Bioorg. Med. Chem. Lett.,2006,"{'bei': '17.27', 'le': '0.32', 'lle': '2.72', 'sei': '8.52'}",CHEMBL204785,,CHEMBL204785,7.54,False,http://www.openphacts.org/units/Nanomolar,455876,=,1,True,=,,Ki,nM,,29,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,Ki,uM,UO_0000065,,0.029
618,,1705309,[],CHEMBL863796,Inhibition of Cathepsin S,B,BAO_0000192,BAO_0000357,single protein format,COc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)NC(=O)c3oc(cc3)c4cccc(c4)C(F)(F)F)cc1,,,CHEMBL1146936,Bioorg. Med. Chem. Lett.,2006,"{'bei': '15.28', 'le': '0.29', 'lle': '2.25', 'sei': '9.2'}",CHEMBL198450,,CHEMBL198450,8.52,False,http://www.openphacts.org/units/Nanomolar,455875,=,1,True,=,,Ki,nM,,3,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,Ki,uM,UO_0000065,,0.003
619,,1706064,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NCC(F)(F)F)C(=O)NCC#N,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '20.73', 'le': '0.42', 'lle': '4.02', 'sei': '8.02'}",CHEMBL206166,,CHEMBL206166,5.21,False,http://www.openphacts.org/units/Nanomolar,450120,=,1,True,=,,IC50,nM,,6183,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,6183
620,,1706065,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NCC#N,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '17.89', 'le': '0.41', 'lle': '3.57', 'sei': '11.19'}",CHEMBL204277,,CHEMBL204277,7.27,False,http://www.openphacts.org/units/Nanomolar,450123,=,1,True,=,,IC50,nM,,54,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,54
621,,1706066,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](N[C@@H](c1ccccc1)C(F)(F)F)C(=O)NCC#N,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '22.74', 'le': '0.44', 'lle': '4.51', 'sei': '11.47'}",CHEMBL204276,,CHEMBL204276,7.44,False,http://www.openphacts.org/units/Nanomolar,450122,=,1,True,=,,IC50,nM,,36,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,36
622,,1706067,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CCCC[C@H](N[C@@H](CC(C)C)C(=O)NCC#N)C(F)(F)F,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '19.14', 'le': '0.38', 'lle': '3.13', 'sei': '9.06'}",CHEMBL206169,,CHEMBL206169,5.88,False,http://www.openphacts.org/units/Nanomolar,450121,=,1,True,=,,IC50,nM,,1308,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,1308
623,,1706122,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)N3CCNCC3)C(F)(F)F)C(=O)NCC#N,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '13.02', 'le': '0.25', 'lle': '2.34', 'sei': '7.91'}",CHEMBL195454,,CHEMBL195454,6.35,False,http://www.openphacts.org/units/Nanomolar,450124,=,1,True,=,,IC50,nM,,451,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,451
624,,1706123,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)c3ccncc3)C(F)(F)F)C(=O)NCC#N,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14', 'le': '0.26', 'lle': '1.07', 'sei': '8.64'}",CHEMBL377285,,CHEMBL377285,6.73,False,http://www.openphacts.org/units/Nanomolar,450147,=,1,True,=,,IC50,nM,,188,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,188
625,,1706124,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)c3ccc(cc3)S(=O)(=O)C)C(F)(F)F)C(=O)NCC#N,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '11.09', 'le': '0.22', 'lle': '0.52', 'sei': '6.24'}",CHEMBL382820,,CHEMBL382820,6.18,False,http://www.openphacts.org/units/Nanomolar,450146,=,1,True,=,,IC50,nM,,653,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,653
626,,1706125,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2cccc3[nH]ccc23)C(F)(F)F)C(=O)NCC#N,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14.05', 'le': '0.27', 'lle': '1.14', 'sei': '7.7'}",CHEMBL207891,,CHEMBL207891,6.22,False,http://www.openphacts.org/units/Nanomolar,450145,=,1,True,=,,IC50,nM,,607,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,607
627,,1706126,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ncccn2)C(F)(F)F)C(=O)NCC#N,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14.23', 'le': '0.27', 'lle': '2.38', 'sei': '6.36'}",CHEMBL378583,,CHEMBL378583,5.77,False,http://www.openphacts.org/units/Nanomolar,450144,=,1,True,=,,IC50,nM,,1698,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,1698
628,,1706127,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2onc(C)n2)C(F)(F)F)C(=O)NCC#N,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '15.54', 'le': '0.3', 'lle': '3.07', 'sei': '6.13'}",CHEMBL382038,,CHEMBL382038,6.36,False,http://www.openphacts.org/units/Nanomolar,450143,=,1,True,=,,IC50,nM,,436,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,436
629,,1706128,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2nccs2)C(F)(F)F)C(=O)NCC#N,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '16.13', 'le': '0.32', 'lle': '2.56', 'sei': '8.51'}",CHEMBL381758,,CHEMBL381758,6.62,False,http://www.openphacts.org/units/Nanomolar,450142,=,1,True,=,,IC50,nM,,240,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,240
630,,1706129,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccsc2)C(F)(F)F)C(=O)NCC#N,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '15.72', 'le': '0.31', 'lle': '1.78', 'sei': '9.92'}",CHEMBL381621,,CHEMBL381621,6.44,False,http://www.openphacts.org/units/Nanomolar,450141,=,1,True,=,,IC50,nM,,365,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,365
631,,1706130,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccncc2)C(F)(F)F)C(=O)NCC#N,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '17.82', 'le': '0.34', 'lle': '3.21', 'sei': '9.26'}",CHEMBL206024,,CHEMBL206024,7.21,False,http://www.openphacts.org/units/Nanomolar,450140,=,1,True,=,,IC50,nM,,62,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,62
632,,1706131,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](N[C@@H](c1ccc(cc1)C(=O)c2ccccc2)C(F)(F)F)C(=O)NCC#N,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '15.29', 'le': '0.29', 'lle': '2.43', 'sei': '8.04'}",CHEMBL426493,,CHEMBL426493,6.59,False,http://www.openphacts.org/units/Nanomolar,450139,=,1,True,=,,IC50,nM,,254,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,254
633,,1706132,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](N[C@@H](c1ccc(Oc2ccccc2)cc1)C(F)(F)F)C(=O)NCC#N,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '15.87', 'le': '0.3', 'lle': '1.93', 'sei': '8.98'}",CHEMBL206913,,CHEMBL206913,6.66,False,http://www.openphacts.org/units/Nanomolar,450138,=,1,True,=,,IC50,nM,,220,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,220
634,,1706133,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2cccc(c2)S(=O)(=O)C)C(F)(F)F)C(=O)NCC#N,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '13.66', 'le': '0.27', 'lle': '2.58', 'sei': '6.64'}",CHEMBL206912,,CHEMBL206912,6.58,False,http://www.openphacts.org/units/Nanomolar,450137,=,1,True,=,,IC50,nM,,265,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,265
635,,1706134,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)N)C(F)(F)F)C(=O)NCC#N,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14.12', 'le': '0.28', 'lle': '3.56', 'sei': '5.45'}",CHEMBL207554,,CHEMBL207554,6.81,False,http://www.openphacts.org/units/Nanomolar,450136,=,1,True,=,,IC50,nM,,154,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,154
636,,1706135,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)S(=O)(=O)C)C(F)(F)F)C(=O)NCC#N,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '14.02', 'le': '0.28', 'lle': '2.75', 'sei': '6.81'}",CHEMBL437501,,CHEMBL437501,6.75,True,http://www.openphacts.org/units/Nanomolar,450135,=,1,True,=,,IC50,nM,,178,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,178
637,,1706136,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CSc1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](CC(C)C)C(=O)NCC#N)C(F)(F)F,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '15.16', 'le': '0.3', 'lle': '1.5', 'sei': '10.5'}",CHEMBL437694,,CHEMBL437694,6.82,False,http://www.openphacts.org/units/Nanomolar,450134,=,1,True,=,,IC50,nM,,153,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,153
638,,1706137,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(cc2)C#N)C(F)(F)F)C(=O)NCC#N,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '15.79', 'le': '0.3', 'lle': '2.29', 'sei': '7.63'}",CHEMBL380425,,CHEMBL380425,6.76,False,http://www.openphacts.org/units/Nanomolar,450133,=,1,True,=,,IC50,nM,,172,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,172
639,,1706138,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,COc1ccc(cc1)c2ccc(cc2)[C@H](N[C@@H](CC(C)C)C(=O)NCC#N)C(F)(F)F,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '15.47', 'le': '0.3', 'lle': '2.1', 'sei': '9.05'}",CHEMBL203944,,CHEMBL203944,6.71,False,http://www.openphacts.org/units/Nanomolar,450132,=,1,True,=,,IC50,nM,,196,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,196
640,,1706139,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2ccc(C)cc2)C(F)(F)F)C(=O)NCC#N,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '15.69', 'le': '0.3', 'lle': '1.64', 'sei': '10.09'}",CHEMBL208278,,CHEMBL208278,6.55,False,http://www.openphacts.org/units/Nanomolar,450131,=,1,True,=,,IC50,nM,,282,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,282
641,,1706140,[],CHEMBL864423,Inhibition of Cathepsin S,B,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](N[C@@H](c1ccc(cc1)c2cc(F)cc(F)c2)C(F)(F)F)C(=O)NCC#N,,,CHEMBL1146103,Bioorg. Med. Chem. Lett.,2006,"{'bei': '15.03', 'le': '0.29', 'lle': '1.72', 'sei': '10.17'}",CHEMBL208481,,CHEMBL208481,6.6,False,http://www.openphacts.org/units/Nanomolar,450130,=,1,True,=,,IC50,nM,,249,CHEMBL2954,Homo sapiens,Cathepsin S,9606,,,IC50,nM,UO_0000065,,249
